time,trial
0.004776,1
0.004536,2
0.004568,3
0.004632,4
0.004456,5
0.004432,6
0.004440,7
0.004520,8
0.004472,9
0.004448,10
0.004552,11
0.004776,12
0.004400,13
0.004472,14
0.004536,15
