time,trial
0.004778,1
0.004012,2
0.001525,3
0.001547,4
0.001594,5
0.001500,6
0.001444,7
0.001479,8
0.001528,9
0.001551,10
0.001458,11
0.001473,12
0.001437,13
0.001425,14
0.001376,15
